Id,SalePrice
1461,125927.27865761312
1462,151595.04455891397
1463,179848.6116213103
1464,188386.7938158627
1465,191211.15430746245
1466,184618.8453752319
1467,170890.09479290777
1468,178477.3820790551
1469,181186.54825042977
1470,129272.81023148463
1471,201318.77815120056
1472,101482.95547557146
1473,107028.29559734606
1474,152722.96080257956
1475,124881.54477715111
1476,339796.31784354616
1477,250061.94424122127
1478,297923.51950489177
1479,297322.3860508773
1480,386957.54643172986
1481,303339.7707609056
1482,206239.45299640775
1483,186416.81336612935
1484,176080.3389841241
1485,180006.91923014127
1486,199378.31585113442
1487,300580.9457854331
1488,237707.03371392883
1489,198613.28160075183
1490,216003.83842917407
1491,198483.6955840942
1492,104870.22734023411
1493,179215.1150155852
1494,285168.4728868385
1495,280986.47898132616
1496,227296.89546215313
1497,184691.15344164227
1498,160285.26666300642
1499,160296.2502192451
1500,162631.14270149564
1501,170078.5738081508
1502,165263.91747938519
1503,257448.31559525777
1504,217187.9321811749
1505,219820.35308238998
1506,181077.91811255354
1507,239549.4798658833
1508,190991.09549105656
1509,158794.849137114
1510,149112.43608288415
1511,149623.67291492337
1512,174099.40862397532
1513,150141.85671857744
1514,149625.99781668137
1515,186518.2303874816
1516,152680.87455500255
1517,147843.86585344703
1518,141348.99149203795
1519,222245.61154994866
1520,139640.29460481805
1521,141672.66477910295
1522,164241.0390500932
1523,117927.12134011801
1524,120561.38497279967
1525,127274.58258242262
1526,125673.08032440253
1527,112375.43251921084
1528,123292.56110802197
1529,142085.10442807415
1530,163696.66156795737
1531,134046.2615921892
1532,103349.60872924705
1533,140861.05469279713
1534,118070.6648397275
1535,149939.89302879843
1536,120179.35378688485
1537,99738.98096447109
1538,143095.45110976673
1539,175127.3210861806
1540,124384.7643132028
1541,139294.80646524893
1542,137784.14827300445
1543,172690.58723611274
1544,91717.49744447134
1545,107113.86789159031
1546,124715.65490045694
1547,135291.6699232648
1548,124259.82462509871
1549,113648.63087918858
1550,140015.60387943266
1551,120888.15510676506
1552,141868.27513818294
1553,134649.53131880704
1554,115576.3396820898
1555,168423.2371615176
1556,100810.8705591811
1557,115438.40394613567
1558,103383.53617154378
1559,115376.17386175189
1560,141353.5444320081
1561,143240.46190871994
1562,125863.67619452774
1563,122143.64745361837
1564,161997.43720344352
1565,153818.44533192972
1566,201327.78926481333
1567,97120.00215603453
1568,215405.6548252843
1569,155143.97169408048
1570,138058.0201999357
1571,129335.46077914996
1572,141932.70379914783
1573,224559.67555800072
1574,135099.32794589462
1575,201002.5714821993
1576,223660.37008165327
1577,194690.2447017196
1578,147464.5025338525
1579,144530.25131549302
1580,192141.06185363754
1581,137972.4678261446
1582,127327.757064689
1583,307994.87317388284
1584,235324.8652248455
1585,147156.04698356186
1586,91841.93754392183
1587,112986.56724630443
1588,142062.76621994772
1589,111754.14307374433
1590,133069.02912751885
1591,104003.44668614572
1592,129047.00888444035
1593,119827.29003779567
1594,126634.69829610751
1595,129286.5530586318
1596,198934.46219253427
1597,171601.02011349951
1598,178979.2615847338
1599,160545.22005520525
1600,174580.743625302
1601,87810.8646034733
1602,114233.722868751
1603,100895.0967227604
1604,263106.700596477
1605,237284.0707546168
1606,163189.70720490106
1607,166903.9913446243
1608,212972.64143785983
1609,190476.3932654105
1610,165298.06110240574
1611,148437.6325091121
1612,190113.31984793377
1613,178839.59800456735
1614,121288.22007229035
1615,94574.94652225767
1616,91026.26525491485
1617,99913.21477676262
1618,122136.77581510619
1619,135718.52583549457
1620,178798.6000998614
1621,140973.41341561323
1622,143121.88841895558
1623,257024.16892759386
1624,216579.990318408
1625,128558.93061111044
1626,168062.62261579538
1627,186566.0771629456
1628,262758.31008779723
1629,172824.0273430714
1630,289748.0366149597
1631,197220.3243141711
1632,230708.9495530769
1633,172048.56174559143
1634,187866.53470318715
1635,181802.59673755418
1636,169027.24730888457
1637,183857.10527223535
1638,198718.14940307054
1639,183005.97352408848
1640,232474.09607327654
1641,177190.7296826542
1642,216125.32677231517
1643,218035.8991780021
1644,215854.38373608794
1645,186054.82723104925
1646,153745.96072689808
1647,158603.4163248182
1648,143090.57548281387
1649,137353.8700151204
1650,123864.9306019721
1651,123145.8744880079
1652,100796.8039190812
1653,100763.74249483262
1654,154374.72189965632
1655,145178.8919746023
1656,150526.6806813781
1657,153548.2086908363
1658,154030.21302889954
1659,126175.34391361439
1660,152879.66858266146
1661,388219.4385387314
1662,321752.82652029966
1663,357424.3466545757
1664,384619.1747796755
1665,305856.92720129725
1666,315907.84917255776
1667,327457.7720067682
1668,322819.33930487704
1669,280251.40616229473
1670,324373.0925637806
1671,265850.9158089112
1672,372017.92399407236
1673,286034.2693535068
1674,248279.69433982988
1675,197643.58844593616
1676,195757.13903528132
1677,206505.87106453266
1678,377512.10461025295
1679,359079.26677795826
1680,301215.6347106147
1681,237196.11315487797
1682,305779.6777588882
1683,195050.12431321226
1684,184985.97709791234
1685,184053.33000091827
1686,184817.8892843949
1687,175107.27963440338
1688,194718.12748921275
1689,195802.68118903626
1690,191915.12362170505
1691,183160.8847900104
1692,243538.5945289324
1693,173244.07475305395
1694,182435.31862987723
1695,171753.11210117038
1696,261855.9955494597
1697,168739.91751167798
1698,316943.11326353974
1699,309130.6231530338
1700,238852.7106454363
1701,260124.34219098598
1702,254626.49070735983
1703,254087.65983343814
1704,281585.741712468
1705,229183.7392324282
1706,366243.147608357
1707,210308.61664041865
1708,204470.56768382134
1709,253068.9252997375
1710,221118.10038903888
1711,246615.71206430602
1712,262485.28425819444
1713,265529.53284514043
1714,214683.49031935126
1715,196911.02571066387
1716,177405.43503005934
1717,165368.80562379572
1718,131720.83696100357
1719,205479.10955555816
1720,235524.35971821382
1721,163065.59484357177
1722,127674.98412188188
1723,156094.00886755405
1724,213149.6368774351
1725,228057.57720502585
1726,191044.2439615558
1727,181749.28794945165
1728,189804.23389688405
1729,162659.01326548142
1730,154110.94059119365
1731,126307.03004792998
1732,129925.10675908622
1733,127370.24997112366
1734,130706.42482132516
1735,133035.09092883667
1736,122245.28545916888
1737,262156.48274587904
1738,211922.10921953403
1739,249410.28813206396
1740,226965.65786177668
1741,185423.87827570498
1742,168836.5933772099
1743,171001.00865193832
1744,258114.97784240858
1745,203114.37669509332
1746,192224.3144967888
1747,196744.9100410163
1748,204464.845860134
1749,160758.8829807441
1750,140221.95665796567
1751,210115.77151503036
1752,124050.86482322616
1753,154876.99606601166
1754,192784.0233110856
1755,164514.81062725332
1756,125198.71497247144
1757,121238.11701468604
1758,149376.83476591122
1759,160061.66576387308
1760,163554.52359522137
1761,150163.52691360118
1762,170895.92036536385
