Id,SalePrice
1461,121961.46086106364
1462,155537.7742448066
1463,184668.65537191875
1464,188705.60547144143
1465,187746.54985204074
1466,180173.24651522926
1467,177584.9650654007
1468,167460.1326493206
1469,185870.38348621698
1470,125059.35431868269
1471,202245.87190479256
1472,92432.67311798563
1473,98188.95839879812
1474,153840.19920674583
1475,122923.16313930193
1476,389339.1166035953
1477,251568.52395800778
1478,291050.7059152464
1479,298688.13983614603
1480,479272.043107076
1481,315945.0947745694
1482,203439.55413984696
1483,180204.92751919737
1484,170657.0845909629
1485,173973.80332907086
1486,190340.07423570316
1487,318407.8279874125
1488,227098.29556926957
1489,203347.87031966282
1490,216704.37980511162
1491,193941.36669324434
1492,88459.67230497429
1493,171820.76720410452
1494,299497.1237854499
1495,288048.72566524183
1496,244768.11242490637
1497,182148.6400669016
1498,155636.06238406216
1499,157991.99361218404
1500,156396.3213856295
1501,175692.24877943782
1502,155289.59944707985
1503,290760.3320450586
1504,235319.2097758991
1505,224313.4224796725
1506,178112.38045616966
1507,254088.70672298444
1508,195747.072122239
1509,152702.7313343304
1510,146311.44465423952
1511,144392.86230830016
1512,168439.61453228662
1513,150159.05648492978
1514,159917.22570932933
1515,181699.70582240628
1516,151489.8296758964
1517,155406.39243060452
1518,132343.21293363895
1519,230273.67081236021
1520,140364.41589141308
1521,140623.52296279572
1522,168214.6575930255
1523,115263.27570122022
1524,124641.47041159391
1525,122968.20572171822
1526,118788.35530641614
1527,109121.28656541934
1528,131472.69194469092
1529,145331.02640493258
1530,162524.17200605603
1531,114376.12948886357
1532,96464.21067791087
1533,142401.04010701797
1534,119910.2079558635
1535,148192.99661597676
1536,108719.08563481252
1537,74179.22572061894
1538,143598.59625435015
1539,181058.15953242342
1540,111316.84405045402
1541,139951.28126396556
1542,135567.75777446828
1543,192731.54427511344
1544,76600.92358110243
1545,101707.38630020834
1546,128014.75536459887
1547,131659.1678269076
1548,130973.64398452656
1549,109793.02333014118
1550,137050.15792118042
1551,112512.71853558095
1552,139344.05926844158
1553,136480.24393312063
1554,116117.27767059236
1555,170126.60694693727
1556,93794.49167419043
1557,117504.2906634444
1558,90156.90452860233
1559,84073.88081909252
1560,134115.95100553046
1561,140007.50738190842
1562,129161.89132772994
1563,122369.85537108839
1564,164327.45260472913
1565,147457.678739279
1566,228139.75324900562
1567,80720.93263694983
1568,236587.32641727975
1569,141643.31450351267
1570,136141.51354390036
1571,123969.44293373902
1572,147303.69514602647
1573,237179.64141557558
1574,125082.6336582129
1575,230705.89671826627
1576,238650.92403915492
1577,192602.36480846233
1578,148334.09011716518
1579,142263.78928417023
1580,189128.00355837913
1581,143541.677882563
1582,126467.4762245416
1583,331451.33867325046
1584,233480.80235276936
1585,144246.57210272827
1586,72122.93886807469
1587,99210.5008582143
1588,147756.59795178985
1589,95762.96426136211
1590,135440.93122689528
1591,91905.8300111001
1592,122232.08215850574
1593,120097.78512340567
1594,122275.90666451624
1595,116347.1303962321
1596,244469.75074254427
1597,177419.3354404209
1598,186338.65935149
1599,170214.19338259162
1600,181085.30963979976
1601,63685.01989908781
1602,105288.36262216307
1603,79542.64523911978
1604,283877.5660577427
1605,242642.4164134085
1606,167632.05657320417
1607,160565.17168611285
1608,216399.31549323213
1609,190818.67575424677
1610,157242.14279135191
1611,142304.85498818904
1612,186824.78621127194
1613,170116.34065564955
1614,121764.91081609213
1615,89891.30851656914
1616,78812.38710048702
1617,90363.66375719258
1618,123773.3448362868
1619,139425.15811034857
1620,156457.31381222024
1621,139949.4630822395
1622,141571.7369729019
1623,269543.9194901483
1624,232822.2008676426
1625,121837.5128299784
1626,163449.52776893193
1627,188333.46140423208
1628,282137.2569725806
1629,174973.5104717869
1630,345374.06749740883
1631,198681.76073710047
1632,233441.47972486794
1633,166606.41950369402
1634,184760.77752866928
1635,182307.1561668034
1636,165104.66721898553
1637,186759.26109503474
1638,191840.18231462134
1639,186542.3294962464
1640,259949.379076651
1641,174386.90957549238
1642,229355.2275879854
1643,223534.06444942564
1644,231155.9611146022
1645,191577.2119102688
1646,156609.00667331033
1647,156288.64937598087
1648,137450.56049010978
1649,137258.0080975452
1650,115816.08312723468
1651,122137.31176961404
1652,96734.72762283593
1653,96950.06186693662
1654,149909.6387744876
1655,145738.20279297858
1656,149398.6653286911
1657,149434.20949298883
1658,147461.12294858962
1659,127238.71298391075
1660,155699.1091006
1661,430185.74500499485
1662,382165.81119776506
1663,391314.3343971558
1664,453777.7659467284
1665,319197.3542532316
1666,331485.7948983231
1667,372895.55243583705
1668,336704.056370637
1669,280393.8289737378
1670,341052.0756836316
1671,279146.4379184799
1672,466940.4669871948
1673,299303.56117075816
1674,237347.41073779267
1675,185432.62632807493
1676,190814.96394022065
1677,210800.58701397126
1678,473626.8045492253
1679,404407.1565124455
1680,345237.42102009524
1681,246016.2194224976
1682,320368.4810980521
1683,179736.09078975188
1684,176719.12870040972
1685,174273.73544954878
1686,177671.73233675217
1687,162179.8105374832
1688,187899.61849132273
1689,183934.3947832243
1690,187967.3402517397
1691,178210.55043502178
1692,261293.15573814194
1693,166954.9603039971
1694,181519.22999466528
1695,165381.4169256531
1696,282138.8947484075
1697,166648.90077682197
1698,353273.13268377254
1699,334860.6035337852
1700,248830.17305109886
1701,271554.20104436553
1702,255991.59206789278
1703,254202.0448980519
1704,291261.877079264
1705,225716.9377110943
1706,403874.939515433
1707,216042.7677015609
1708,210326.87457976906
1709,267076.7040145485
1710,217257.85280684268
1711,265394.7699577085
1712,254271.90262809247
1713,283711.85949408496
1714,217694.22814565795
1715,201282.11656815623
1716,182081.98525532428
1717,166280.54688695454
1718,118334.42220475372
1719,208304.25106788074
1720,235898.51343206523
1721,165231.86569345332
1722,117163.99283647271
1723,160272.07911906735
1724,213089.93147719363
1725,243376.08364572242
1726,188781.36945180106
1727,170552.31351217907
1728,182993.98116824328
1729,166791.7430757179
1730,156272.92111667365
1731,121973.52672723663
1732,128323.30619772467
1733,121793.44749212422
1734,121806.9108062282
1735,129142.04925772027
1736,119905.4471073125
1737,310089.9553827545
1738,220658.09453422498
1739,261767.24800907666
1740,224939.74392537217
1741,189804.62934306392
1742,172330.57896488847
1743,173371.7435914629
1744,302537.7164028131
1745,226260.70661629108
1746,185583.44167377678
1747,209469.18645197494
1748,221787.4385222595
1749,153266.74716536896
1750,128641.97199399244
1751,228331.24983531094
1752,120074.47865833847
1753,144412.3496923493
1754,184582.90668927733
1755,165241.43205842364
1756,130433.41873076058
1757,122709.92824593096
1758,152317.48890670354
1759,160780.89037774006
1760,163100.4047435049
1761,150929.4205013945
1762,177796.52913753773
1763,172170.00686975865
1764,120188.86218666883
1765,155304.87813410515
1766,177891.23543180176
1767,216540.72437013598
1768,147245.38612664037
1769,164246.32320905093
1770,145278.55323673968
1771,132350.16735388912
1772,137222.79972523398
1773,133974.3117363758
1774,134357.76998250984
1775,135072.07408638627
1776,118973.05271492043
1777,117229.58286896981
1778,134208.1248903777
1779,120980.07969224772
1780,169670.64697767128
1781,131419.2450133995
1782,101105.06639468815
1783,141546.64208314082
1784,96978.80454087295
1785,119911.59311446089
1786,147042.1466603538
1787,157356.07625408808
1788,64746.350096755115
1789,97671.90451251449
1790,81673.93949045773
1791,176295.38370217534
1792,153922.24379578486
1793,133299.53589475888
1794,146927.08215899536
1795,137018.66379499444
1796,124661.62024896439
1797,114497.07580708833
1798,123928.18089087121
1799,107859.0378929559
1800,130896.6738478384
1801,135348.43712684914
1802,134568.49736351875
1803,152846.40227189072
1804,144990.22787454334
1805,136856.0086376033
1806,120329.08030294711
1807,128551.97011278739
1808,119676.34789650136
1809,118128.7691152765
1810,137345.55367443652
1811,107289.79581268669
1812,100572.94547601703
1813,119133.45713328743
1814,95190.28100144977
1815,53112.831642964054
1816,94262.17362862657
1817,113116.50825906947
1818,151486.3194487861
1819,124497.73008298074
1820,59641.267054904405
1821,111226.74879276518
1822,151442.72392942186
1823,47920.50748068284
1824,135963.06746376635
1825,132681.8327469243
1826,103215.08002613221
1827,106217.02803516625
1828,129883.26750144984
1829,110256.59398204167
1830,131701.0405404788
1831,143303.9862665623
1832,106900.96144412181
1833,136076.1237980223
1834,125625.60913837889
1835,127556.47600435893
1836,124033.18315459447
1837,78223.69164954341
1838,122868.93275509671
